reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
301.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-301027-Langematik-Sax-O-Mat-Mens-Automatic-in-White-Gold-On-Black-Alligator-Strap-with-Black-Dial/41231,,A. Lange & Söhne,,Langematik,Langematik Sax O Mat Mens Automatic in White Gold 301.027,Langematik Sax O Mat Mens Automatic in White Gold On Black Alligator Strap with Black Dial 301.027,,,USD,22500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/41231_MAIN_4401.jpg,,,"Diamond, White Gold, Gemstones",,,37 mm,,,,,,,,,Black,,"Alligator, Leather",Black,,Automatic,,,,,,,
109.332,https://www.essential-watches.com/watch/A-Lange-and-Sohne-109332-Lange-1-Moonphase-in-Rose-Gold-On-Rose-Gold-Bracelet-with-Silver-Dial/33641,,A. Lange & Söhne,,Lange 1,Lange 1 Moonphase in Rose Gold 109.332,Lange 1 Moonphase in Rose Gold On Rose Gold Bracelet with Silver Dial 109.332,,,USD,46500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/33641_MAIN_742.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Silver,,Rose Gold,Rose Gold,,,,,,,,,
140.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-140025-Zeitwerk-Double-Jumping-Hour-in-Platinium-LE-200-pieces-ONLY-On-Crocodile-Leather-Strap-with-Silver-Dial/32523,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Double Jumping Hour in Platinium LE 200 pieces ONLY 140.025,Zeitwerk Double Jumping Hour in Platinium LE 200 pieces ONLY On Crocodile Leather Strap with Silver Dial 140.025,,,USD,136740.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32523_MAIN_1955.jpg,,,Platinum,,,41.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",,,,,,,,,,
192.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-192032-Lange-1-Moonphase-in-Rose-Gold-Blue-Croc-Strap-with-Deloyment-with-Silver-Dial/75553,,A. Lange & Söhne,,Lange 1,Lange 1 Moonphase in Rose Gold 192.032,Lange 1 Moonphase in Rose Gold Blue Croc Strap with Deloyment with Silver Dial 192.032,,,USD,42312.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/75553_MAIN_1407.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Silver,,,Blue,Folding Clasp,,,,,,,,
139.035F,https://www.essential-watches.com/watch/A-Lange-and-Sohne-139035F-Grand-Lange-1-Moonphase-Lumen-41mm-in-Platinum-on-Black-Crocodile-Leather-Strap-with-Black-Dial-Limited-Edition-of-200-Pieces/87597,,A. Lange & Söhne,,Lange 1,Grand Lange 1 Moonphase Lumen 41mm in Platinum 139.035F,Grand Lange 1 Moonphase Lumen 41mm in Platinum on Black Crocodile Leather Strap with Black Dial - Limited Edition of 200 Pieces 139.035F,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/87597_MAIN_3198.jpg,,,Platinum,,,41 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,
720.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-720025-Lange-1-Tourbillon-Perpetual-in-Platinum-on-Black-Leather-Strap-with-Silver-Dial-Limited-to-100pcs/50251,,A. Lange & Söhne,,Lange 1,Lange 1 Tourbillon Perpetual in Platinum 720.025,Lange 1 Tourbillon Perpetual in Platinum on Black Leather Strap with Silver Dial - Limited to 100pcs 720.025,,,USD,277402.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/50251_MAIN_4229.jpg,,,Platinum,,,41.9 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,Automatic,,,,,,,
233.03,https://www.essential-watches.com/watch/A-Lange-and-Sohne-23303-1815-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Silver-Arabic-Dial/92965,,A. Lange & Söhne,,1815,1815 in White Gold 233.03,1815 in White Gold on Black Alligator Leather Strap with Silver Arabic Dial 233.03,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/92965_alt_3097.jpg,,,White Gold,,,40 mm,,,,,,,,,Silver,Arabic numerals,"Alligator, Leather",Black,,,,,,,,,
308.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-308027-Saxonia-Big-Date-Mens-Automatic-in-White-Gold-On-Black-Crocodile-Strap-with-Black-Dial/32655,,A. Lange & Söhne,,Saxonia,Saxonia Big Date Mens Automatic in White Gold 308.027,Saxonia Big Date Mens Automatic in White Gold On Black Crocodile Strap with Black Dial 308.027,,,USD,25800.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32655_MAIN_4645.jpg,,,White Gold,,,37.3 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,Automatic,,,,,,,
110.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-110029-Lange-1-38mm-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Silver-Dial/36083,,A. Lange & Söhne,,Lange 1,Lange 1 38mm in White Gold 110.029,Lange 1 38mm in White Gold on Black Alligator Leather Strap with Silver Dial 110.029,,,USD,27100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/36083_MAIN_4583.jpg,,,White Gold,,,38 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,,,,,,,,
101.332,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101332-Lange-1-Mens-Manual-in-Rose-Gold-On-Rose-Gold-Bracelet-with-Silver-Dial/34922,,A. Lange & Söhne,,Lange 1,Lange 1 Mens Manual in Rose Gold 101.332,Lange 1 Mens Manual in Rose Gold On Rose Gold Bracelet with Silver Dial 101.332,,,USD,41700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34922_MAIN_4503.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Silver,,Rose Gold,Rose Gold,,Manual winding,,,,,,,
301.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-301021-Langematik-Sax-O-Mat-Automatic-in-Yellow-Gold-on-Brown-Crocodile-Leather-Strap-with-Silver-Dial/61163,,A. Lange & Söhne,,Langematik,Langematik Sax-O-Mat Automatic in Yellow Gold 301.021,Langematik Sax-O-Mat Automatic in Yellow Gold on Brown Crocodile Leather Strap with Silver Dial 301.021,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/61163_MAIN_5966.jpg,,,Gold,,,37 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Automatic,,,,,,,
107.035,https://www.essential-watches.com/watch/A-Lange-and-Sohne-107035-Cabaret-Big-Date-in-Platinum-On-Black-Crocodile-Strap-with-Black-Dial/14348,,A. Lange & Söhne,,Cabaret,Cabaret Big Date in Platinum 107.035,Cabaret Big Date in Platinum On Black Crocodile Strap with Black Dial 107.035,,,USD,34900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14348_MAIN_2891.jpg,,,Platinum,,,36.3 x 25.5 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,
102.002,https://www.essential-watches.com/watch/A-Lange-and-Sohne-102002-Saxonia-in-Yellow-Gold-On-Brown-Alligator-Leather-Strap-with-Silver-Dial/86703,,A. Lange & Söhne,,Saxonia,Saxonia in Yellow Gold 102.002,Saxonia in Yellow Gold On Brown Alligator Leather Strap with Silver Dial 102.002,,,USD,14900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86703_alt_5788.jpg,,,Gold,,,33.9 mm,,,,,,,,,Silver,,"Alligator, Leather",Brown,,,,,,,,,
157.121,https://www.essential-watches.com/watch/A-Lange-and-Sohne-157121-Cabaret-Mens-Manual-in-Yellow-Gold-On-Yellow-Gold-Bracelet-with-Silver-Dial/34859,,A. Lange & Söhne,,Cabaret,Cabaret Mens Manual in Yellow Gold 157.121,Cabaret Mens Manual in Yellow Gold On Yellow Gold Bracelet with Silver Dial 157.121,,,USD,34900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34859_MAIN_3438.jpg,,,Gold,,,36.3 x 25.5 mm,,,,,,,,,Silver,,Gold,Gold,,Manual winding,,,,,,,
813.047,https://www.essential-watches.com/watch/A-Lange-and-Sohne-813047-Little-Lange-1-Soiree-in-Rose-Gold-with-Diamond-Bezel-on-Beige-Leather-Strap-with-Mother-of-Pearl-Dial/59191,,A. Lange & Söhne,,Little Lange 1,Little Lange 1 Soiree in Rose Gold with Diamond Bezel 813.047,Little Lange 1 Soiree in Rose Gold with Diamond Bezel on Beige Leather Strap with Mother of Pearl Dial 813.047,,,USD,54600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/59191_MAIN_2255.jpg,,,Rose Gold,,,36 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Mother of Pearl,,Leather,Beige,,Manual winding,,,,,,,
219.043,https://www.essential-watches.com/watch/A-Lange-and-Sohne-219043-Saxonia-35mm-in-Rose-Gold-on-Leather-Strap-with-White-MOP-Dial/85306,,A. Lange & Söhne,,Saxonia,Saxonia 35mm in Rose Gold 219.043,Saxonia 35mm in Rose Gold on Leather Strap with White MOP Dial 219.043,,,USD,19530.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/85306_MAIN_2942.jpg,,,Rose Gold,,,35 mm,,,,,,,,,"White, Mother of Pearl",,"Crocodile, Leather",White,,,,,,,,,
216.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-216032-Saxonia-Thin-in-Rose-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/40788,,A. Lange & Söhne,,Saxonia,Saxonia Thin in Rose Gold 216.032,Saxonia Thin in Rose Gold On Brown Crocodile Leather Strap with Silver Dial 216.032,,,USD,19700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/40788_MAIN_1378.jpg,,,Rose Gold,,,37 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Manual winding,,,,,,,
840.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-840021-Saxonia-Ladies-in-Yellow-Gold-with-Diamond-Bezel-On-White-Crocodile-Leather-Strap-with-Mother-of-Pearl-Dial/57511,,A. Lange & Söhne,,Saxonia,Saxonia Ladies in Yellow Gold with Diamond Bezel 840.021,Saxonia Ladies in Yellow Gold with Diamond Bezel On White Crocodile Leather Strap with Mother of Pearl Dial 840.021,,,USD,44700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/57511_MAIN_2795.jpg,,,Gold,,,37 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Mother of Pearl,,"Crocodile, Leather",White,,Automatic,,,,,,,
223.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-223032-1815-Up-and-Down-Walter-Lange-Manual-Rose-Gold-On-Brown-Crocodile-Strap-Silver-Arabic-Dial/20634,,A. Lange & Söhne,,1815,1815 Up and Down - Walter Lange Manual - Rose Gold 223.032,1815 Up and Down - Walter Lange Manual - Rose Gold On Brown Crocodile Strap - Silver Arabic Dial 223.032,,,USD,45924.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/20634_MAIN_1778.jpg,,,Rose Gold,,,37.5 mm,,,,,,,,,Silver,Arabic numerals,"Crocodile, Leather",Brown,,Manual winding,,,,,,,
811.064,https://www.essential-watches.com/watch/A-Lange-and-Sohne-811064-Kleine-Lange-1-20th-Anniversary-in-Rose-Gold-with-Diamond-Bezel-on-Brown-Alligator-Leather-Strap-with-Silver-Dial/86720,,A. Lange & Söhne,,Little Lange 1,Kleine Lange 1 20th Anniversary in Rose Gold with Diamond Bezel 811.064,Kleine Lange 1 20th Anniversary in Rose Gold with Diamond Bezel on Brown Alligator Leather Strap with Silver Dial 811.064,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86720_alt_5994.jpg,,,Rose Gold,,,36.1 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Silver,,"Alligator, Leather",Brown,,,,,,,,,
216.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-216021-Saxonia-Mechanical-Mens-Manual-in-Yellow-Gold-Brown-Crocodile-Strap-with-Silver-Dial/40786,,A. Lange & Söhne,,Saxonia,Saxonia Mechanical Mens Manual in Yellow Gold 216.021,Saxonia Mechanical Mens Manual in Yellow Gold Brown Crocodile Strap with Silver Dial 216.021,,,USD,20600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/40786_MAIN_3897.jpg,,,Gold,,,37 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Manual winding,,,,,,,
219.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-219026-Saxonia-Mens-35mm-Manual-in-White-Gold-On-Black-Crocodile-Strap-with-Silver-Index-Dial/66907,,A. Lange & Söhne,,Saxonia,Saxonia Mens 35mm Manual in White Gold 219.026,Saxonia Mens 35mm Manual in White Gold On Black Crocodile Strap with Silver Index Dial 219.026,,,USD,16000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/66907_MAIN_388.jpg,,,White Gold,,,35 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Manual winding,,,,,,,
801.069,https://www.essential-watches.com/watch/A-Lange-and-Sohne-801069-Arkade-Mens-Mechanical-in-White-Gold-Diamond-Bezel-On-Black-Crocodile-Strap-with-Black-Dial/14356,,A. Lange & Söhne,,Arkade,Arkade - Mens Mechanical in White Gold - Diamond Bezel 801.069,Arkade - Mens Mechanical in White Gold - Diamond Bezel On Black Crocodile Strap with Black Dial 801.069,,,USD,25600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14356_MAIN_4714.jpg,,,White Gold,,,29.0 x 22.2 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,
842.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-842026-Saxonia-Automatic-in-White-Gold-with-Diamond-Bezel-On-Black-Crocodile-Strap-with-Solid-Silver-Dial/54232,,A. Lange & Söhne,,Saxonia,Saxonia Automatic in White Gold with Diamond Bezel 842.026,Saxonia Automatic in White Gold with Diamond Bezel On Black Crocodile Strap with Solid Silver Dial 842.026,,,USD,47100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/54232_MAIN_2307.jpg,,,White Gold,,,38.5 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,"Silver, White",,"Alligator, Leather",Black,,Automatic,,,,,,,
401.031,https://www.essential-watches.com/watch/A-Lange-and-Sohne-401031-1815-Flyback-Chronograph-in-Rose-Gold-on-Black-Leather-Strap-with-Black-Dial-Original-Version/10844,,A. Lange & Söhne,,1815,1815 Flyback Chronograph in Rose Gold 401.031,1815 Flyback Chronograph in Rose Gold on Black Leather Strap with Black Dial - Original Version 401.031,,,USD,51500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/10844_MAIN_4486.jpg,,,Rose Gold,,,39.5 mm,,,,,,,,,Black,,"Alligator, Leather",Black,,Manual winding,,,,,,,
107.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-107032-Cabaret-Big-Date-in-Rose-Gold-on-Black-Alligator-Leather-Strap-with-Silver-Dial/14321,,A. Lange & Söhne,,Cabaret,Cabaret Big Date in Rose Gold 107.032,Cabaret Big Date in Rose Gold on Black Alligator Leather Strap with Silver Dial 107.032,,,USD,21800.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14321_MAIN_2086.jpg,,,Rose Gold,,,36 x 25.5 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,,,,,,,,
211.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-211032-Saxonia-Thin-Manual-in-Rose-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/40785,,A. Lange & Söhne,,Saxonia,Saxonia Thin Manual in Rose Gold 211.032,Saxonia Thin Manual in Rose Gold On Brown Crocodile Leather Strap with Silver Dial 211.032,,,USD,24500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/40785_MAIN_3927.jpg,,,Rose Gold,,,40 x 5.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Manual winding,,,,,,,
912.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-912032-Grand-Complication-Rose-Gold-Limited-Edition-of-6-pcs-On-Brown-Crocodile-Strap-with-White-Dial/54229,,A. Lange & Söhne,,Limited Editions,Grand Complication - Rose Gold Limited Edition of 6 pcs 912.032,Grand Complication - Rose Gold Limited Edition of 6 pcs On Brown Crocodile Strap with White Dial 912.032,,,USD,250900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/54229_MAIN_5497.jpg,,,Rose Gold,,,50 mm,,,,,,,,,White,,"Alligator, Leather",Brown,,,,,,,,,
140.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-140032-Zeitwerk-Double-Jumping-Hour-Mechanical-in-Rose-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/32524,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Double Jumping Hour Mechanical in Rose Gold 140.032,Zeitwerk Double Jumping Hour Mechanical in Rose Gold On Brown Crocodile Leather Strap with Silver Dial 140.032,,,USD,92364.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32524_MAIN_1084.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,
761.050,https://www.essential-watches.com/watch/A-Lange-and-Sohne-761050-Richard-Lange-Tourbillion-For-Merit-Handwerkskunst-in-Rose-Gold-on-Brown-Crocodile-Leather-Strap-with-Gold-Dial-Limited-Edition/86706,,A. Lange & Söhne,,Richard Lange,Richard Lange Tourbillion For Merit Handwerkskunst in Rose Gold 761.050,Richard Lange Tourbillion For Merit Handwerkskunst in Rose Gold on Brown Crocodile Leather Strap with Gold Dial - Limited Edition 761.050,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86706_alt_4685.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,Gold,,"Crocodile, Leather",Brown,,,,,,,,,
330.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-330027-Saxonia-Annual-Calendar-in-White-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/87428,,A. Lange & Söhne,,Saxonia,Saxonia Annual Calendar in White Gold 330.027,Saxonia Annual Calendar in White Gold On Brown Crocodile Leather Strap with Silver Dial 330.027,,,USD,49600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/87428_MAIN_2602.jpg,,,White Gold,,,38.5 mm,,,,,,,,,Silver,,,Brown,,Automatic,,,,,,,
380.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-380026-Saxonia-Automatic-in-White-Gold-on-Black-Crocodile-Leather-Strap-with-Silver-Dial/40789,,A. Lange & Söhne,,Saxonia,Saxonia Automatic in White Gold 380.026,Saxonia Automatic in White Gold on Black Crocodile Leather Strap with Silver Dial 380.026,,,USD,27000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/40789_MAIN_1079.jpg,,,White Gold,,,38.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Automatic,,,,,,,
140.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-140029-Zeitwerk-Double-Jumping-Hour-Mechanical-in-White-Gold-On-Black-Crocodile-Strap-with-Black-Dial/32522,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Double Jumping Hour Mechanical in White Gold 140.029,Zeitwerk Double Jumping Hour Mechanical in White Gold On Black Crocodile Strap with Black Dial 140.029,,,USD,114449.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32522_MAIN_5609.jpg,,,White Gold,,,41.9 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,
760.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-760032-Richard-Lange-Tourbillon-Pour-le-Merite-in-Rose-Gold-on-Brown-Crocodile-Leather-Strap-with-Silver-Dial/40794,,A. Lange & Söhne,,Richard Lange,Richard Lange Tourbillon Pour le Merite in Rose Gold 760.032,Richard Lange Tourbillon Pour le Merite in Rose Gold on Brown Crocodile Leather Strap with Silver Dial 760.032,,,USD,137514.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/40794_MAIN_2843.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,
421.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-421032-1815-Rattrapante-Perpetual-Calendar-in-Rose-Gold-On-Brown-Crocodile-Strap-with-Solid-Silver-Dial/54238,,A. Lange & Söhne,,1815,1815 Rattrapante Perpetual Calendar in Rose Gold 421.032,1815 Rattrapante Perpetual Calendar in Rose Gold On Brown Crocodile Strap with Solid Silver Dial 421.032,,,USD,208600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/54238_MAIN_318.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,"Silver, White",,"Alligator, Leather",Brown,,Manual winding,,,,,,,
215.033,https://www.essential-watches.com/watch/A-Lange-and-Sohne-215033-Saxonia-Mens-Mechanical-in-Rose-Gold-On-Brown-Crocodile-Strap-with-Slate-Grey-Dial/19378,,A. Lange & Söhne,,Saxonia,Saxonia Mens Mechanical in Rose Gold 215.033,Saxonia Mens Mechanical in Rose Gold On Brown Crocodile Strap with Slate Grey Dial 215.033,,,USD,15900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19378_MAIN_1269.jpg,,,Rose Gold,,,37 mm,,,,,,,,,Gray,,"Crocodile, Leather",Brown,,,,,,,,,
705.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-705025-Lange-Tourbograph-Pour-le-Merite-Manual-in-Platinum-On-Black-Crocodile-Strap-with-Silver-Dial/56407,,A. Lange & Söhne,,Turbograph,Lange Tourbograph Pour le Merite Manual in Platinum 705.025,Lange Tourbograph Pour le Merite Manual in Platinum On Black Crocodile Strap with Silver Dial 705.025,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/56407_MAIN_4863.jpg,,,Platinum,,,,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Manual winding,,,,,,,
250.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-250032-Richard-Lange-Referenzuhr-in-Rose-Gold-75-pieces-on-Brown-Crocodile-Leather-Strap-with-Silver-Roman-Dial/32684,,A. Lange & Söhne,,Richard Lange,Richard Lange Referenzuhr in Rose Gold - 75 pieces 250.032,Richard Lange Referenzuhr in Rose Gold - 75 pieces on Brown Crocodile Leather Strap with Silver Roman Dial 250.032,,,USD,55100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32684_MAIN_2993.jpg,,,Rose Gold,,,40.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,
191.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-191025-Lange-1-38.5mm-Mechanical-in-Platinum-On-Black-Alligator-Leather-Strap-with-Silver-Dial/73709,,A. Lange & Söhne,,Lange 1,Lange 1 38.5mm Mechanical in Platinum 191.025,Lange 1 38.5mm Mechanical in Platinum On Black Alligator Leather Strap with Silver Dial 191.025,,,USD,49500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/73709_MAIN_3448.jpg,,,Platinum,,,38.5 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,,,,,,,,
236.049,https://www.essential-watches.com/watch/A-Lange-and-Sohne-236049-1815-200th-Anniversary-in-Platinum-on-Black-Leather-Strap-with-Black-Dial-Limited-Edition-of-200-pcs/71523,,A. Lange & Söhne,,1815,1815 200th Anniversary in Platinum 236.049,1815 200th Anniversary in Platinum on Black Leather Strap with Black Dial - Limited Edition of 200 pcs 236.049,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/71523_MAIN_1861.jpg,,,Platinum,,,40 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,Automatic,,,,,,,
320.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-320032-Lange-1-Daymatic-in-Rose-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/33597,,A. Lange & Söhne,,Lange 1,Lange 1 Daymatic in Rose Gold 320.032,Lange 1 Daymatic in Rose Gold On Brown Crocodile Leather Strap with Silver Dial 320.032,,,USD,44100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/33597_MAIN_1117.jpg,,,Rose Gold,,,39.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Automatic,,,,,,,
